Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Rice,2003,Rabi       ,Andhra Pradesh,865734,3111263,826,85690351.32,207776.16,2.729090909
Safflower,2003,Rabi       ,Andhra Pradesh,17250,5331,826,1707405,4140,0.297272727
Sesamum,2003,Kharif     ,Andhra Pradesh,114516,33235,826,11334793.68,27483.84,0.262380952
Sesamum,2003,Rabi       ,Andhra Pradesh,46892,9544,826,4641370.16,11254.08,0.204210526
Small millets,2003,Kharif     ,Andhra Pradesh,47510,28020,826,4702539.8,11402.4,0.518666667
Small millets,2003,Rabi       ,Andhra Pradesh,3134,1748,826,310203.32,752.16,0.577142857
Soyabean,2003,Kharif     ,Andhra Pradesh,68424,107298,826,6772607.52,16421.76,1.345
Sugarcane,2003,Whole Year ,Andhra Pradesh,208969,15069824,826,20683751.62,50152.56,74.48380952
Sunflower,2003,Kharif     ,Andhra Pradesh,490757,333265,826,48575127.86,117781.68,1.057142857
Sweet potato,2003,Whole Year ,Andhra Pradesh,1263,9130,826,125011.74,303.12,7.32
Tapioca,2003,Whole Year ,Andhra Pradesh,19456,122145,826,1925754.88,4669.44,6.29
Tobacco,2003,Whole Year ,Andhra Pradesh,191030,516207,826,18908149.4,45847.2,3.782439024
Urad,2003,Kharif     ,Andhra Pradesh,95454,66827,826,9448036.92,22908.96,0.656363636
Urad,2003,Rabi       ,Andhra Pradesh,343078,133336,826,33957860.44,82338.72,0.408
Wheat,2003,Rabi       ,Andhra Pradesh,11928,6741,826,1180633.44,2862.72,0.481818182
other oilseeds,2003,Rabi       ,Andhra Pradesh,14609,0,826,1445998.82,3506.16,0
Arecanut,2003,Whole Year ,Assam,74001,70414,2213.7,7324618.98,17760.24,0.979130435
Arhar/Tur,2003,Kharif     ,Assam,7012,4940,2213.7,694047.76,1682.88,0.708695652
Banana,2003,Whole Year ,Assam,42982,594645,2213.7,4254358.36,10315.68,13.78478261
Castor seed,2003,Kharif     ,Assam,1493,619,2213.7,147777.14,358.32,0.414285714
Coconut ,2003,Whole Year ,Assam,21309,154284000,2213.7,2109164.82,5114.16,6763.011739
Cotton(lint),2003,Kharif     ,Assam,1438,664,2213.7,142333.24,345.12,0.443478261
Dry chillies,2003,Whole Year ,Assam,14808,9688,2213.7,1465695.84,3553.92,0.633913043
Gram,2003,Rabi       ,Assam,2419,1256,2213.7,239432.62,580.56,0.518695652
Jute,2003,Kharif     ,Assam,64027,665268,2213.7,6337392.46,15366.48,10.2626087
Linseed,2003,Rabi       ,Assam,9604,5021,2213.7,950603.92,2304.96,0.524545455
Maize,2003,Kharif     ,Assam,19569,14051,2213.7,1936939.62,4696.56,0.607391304
Masoor,2003,Rabi       ,Assam,21736,11721,2213.7,2151429.28,5216.64,0.51
Mesta,2003,Kharif     ,Assam,5420,25867,2213.7,536471.6,1300.8,4.419047619
Moong(Green Gram),2003,Rabi       ,Assam,7595,3513,2213.7,751753.1,1822.8,0.443913043
Niger seed,2003,Kharif     ,Assam,9747,5001,2213.7,964758.06,2339.28,0.538333333
Onion,2003,Whole Year ,Assam,7332,17142,2213.7,725721.36,1759.68,2.34173913
Peas & beans (Pulses),2003,Rabi       ,Assam,25133,14866,2213.7,2487664.34,6031.92,0.586956522
Potato,2003,Whole Year ,Assam,77894,543070,2213.7,7709948.12,18694.56,6.471304348
Rapeseed &Mustard,2003,Rabi       ,Assam,264103,138296,2213.7,26140914.94,63384.72,0.519130435
Rice,2003,Autumn     ,Assam,441143,430374,2213.7,43664334.14,105874.32,1.118695652
Rice,2003,Summer     ,Assam,319480,573189,2213.7,31622130.4,76675.2,1.493913043
Rice,2003,Winter     ,Assam,1769203,2877371,2213.7,175115712.9,424608.72,1.618695652
Sesamum,2003,Kharif     ,Assam,14465,7953,2213.7,1431745.7,3471.6,0.489130435
Small millets,2003,Kharif     ,Assam,8299,4320,2213.7,821435.02,1991.76,0.506956522
Sugarcane,2003,Whole Year ,Assam,25431,981360,2213.7,2517160.38,6103.44,37.43217391
Sweet potato,2003,Whole Year ,Assam,8194,28384,2213.7,811042.12,1966.56,3.412173913
Tapioca,2003,Whole Year ,Assam,2873,13613,2213.7,284369.54,689.52,4.383636364
Tobacco,2003,Whole Year ,Assam,828,416,2213.7,81955.44,198.72,0.561304348
Turmeric,2003,Whole Year ,Assam,12249,8420,2213.7,1212406.02,2939.76,0.669130435
Urad,2003,Rabi       ,Assam,39588,20696,2213.7,3918420.24,9501.12,0.519130435
Wheat,2003,Rabi       ,Assam,69954,73186,2213.7,6924046.92,16788.96,1.040909091
Arecanut,2003,Whole Year ,Goa,1600,2650,3011.6,158368,384,1.66
Banana,2003,Whole Year ,Goa,2179,16900,3011.6,215677.42,522.96,7.76
Black pepper,2003,Whole Year ,Goa,589,103,3011.6,58299.22,141.36,0.17
Cashewnut,2003,Whole Year ,Goa,54668,23233,3011.6,5411038.64,13120.32,0.42
Coconut ,2003,Whole Year ,Goa,25110,122220000,3011.6,2485387.8,6026.4,4867.38
Groundnut,2003,Kharif     ,Goa,325,363,3011.6,32168.5,78,1.12
Groundnut,2003,Rabi       ,Goa,2950,5310,3011.6,291991,708,1.8
Other  Rabi pulses,2003,Rabi       ,Goa,9284,8853,3011.6,918930.32,2228.16,0.95
Other Kharif pulses,2003,Kharif     ,Goa,498,294,3011.6,49292.04,119.52,0.59
Ragi,2003,Kharif     ,Goa,439,394,3011.6,43452.22,105.36,0.9
Rice,2003,Kharif     ,Goa,35471,115996,3011.6,3510919.58,8513.04,3.27
Rice,2003,Rabi       ,Goa,17330,54665,3011.6,1715323.4,4159.2,3.15
Sugarcane,2003,Whole Year ,Goa,1210,57607,3011.6,119765.8,290.4,47.61
Arecanut,2003,Whole Year ,Karnataka,148939,198857,867.6,14741982.22,35745.36,1.302727273
Arhar/Tur,2003,Kharif     ,Karnataka,532251,199627,867.6,52682203.98,127740.24,0.298333333
Bajra,2003,Kharif     ,Karnataka,318328,191079,867.6,31508105.44,76398.72,0.532666667
Bajra,2003,Rabi       ,Karnataka,117,105,867.6,11580.66,28.08,0.9
Bajra,2003,Summer     ,Karnataka,300,271,867.6,29694,72,0.9225
Banana,2003,Whole Year ,Karnataka,33220,431463,867.6,3288115.6,7972.8,14.36222222
Black pepper,2003,Whole Year ,Karnataka,10694,23561,867.6,1058492.12,2566.56,2.220833333
Cardamom,2003,Whole Year ,Karnataka,19480,1106,867.6,1928130.4,4675.2,0.061428571
Castor seed,2003,Kharif     ,Karnataka,17214,15439,867.6,1703841.72,4131.36,0.906190476
Coconut ,2003,Whole Year ,Karnataka,375957,1529139000,867.6,37212223.86,90229.68,4165.193333
Coriander,2003,Whole Year ,Karnataka,7797,1187,867.6,771747.06,1871.28,0.1195
Cotton(lint),2003,Kharif     ,Karnataka,316674,264624,867.6,31344392.52,76001.76,1.192857143
Dry chillies,2003,Whole Year ,Karnataka,69876,94502,867.6,6916326.48,16770.24,1.505185185
Garlic,2003,Whole Year ,Karnataka,3970,2902,867.6,392950.6,952.8,1.331764706
Ginger,2003,Kharif     ,Karnataka,8281,108540,867.6,819653.38,1987.44,12.818125
Gram,2003,Rabi       ,Karnataka,509534,171096,867.6,50433675.32,122288.16,0.32
Groundnut,2003,Kharif     ,Karnataka,677779,294577,867.6,67086565.42,162666.96,0.5316
Groundnut,2003,Rabi       ,Karnataka,139464,138901,867.6,13804146.72,33471.36,1.0496
Horse-gram,2003,Kharif     ,Karnataka,109019,38239,867.6,10790700.62,26164.56,0.341666667
Horse-gram,2003,Rabi       ,Karnataka,164703,38936,867.6,16302302.94,39528.72,0.256153846
Jowar,2003,Kharif     ,Karnataka,247184,240150,867.6,24466272.32,59324.16,0.881363636
Jowar,2003,Rabi       ,Karnataka,1443986,522070,867.6,142925734.3,346556.64,0.344761905
Jowar,2003,Summer     ,Karnataka,7007,18783,867.6,693552.86,1681.68,2.634666667
Linseed,2003,Rabi       ,Karnataka,12909,996,867.6,1277732.82,3098.16,0.067142857
Maize,2003,Kharif     ,Karnataka,545546,1066107,867.6,53998143.08,130931.04,2.3356
Maize,2003,Rabi       ,Karnataka,64199,123529,867.6,6354417.02,15407.76,1.943478261
Maize,2003,Summer     ,Karnataka,8428,20264,867.6,834203.44,2022.72,2.470909091
Mesta,2003,Kharif     ,Karnataka,4060,6055,867.6,401858.8,974.4,1.72
Moong(Green Gram),2003,Kharif     ,Karnataka,264392,39470,867.6,26169520.16,63454.08,0.097727273
Moong(Green Gram),2003,Rabi       ,Karnataka,8380,2451,867.6,829452.4,2011.2,0.290666667
Niger seed,2003,Kharif     ,Karnataka,27485,5158,867.6,2720465.3,6596.4,0.213043478
Onion,2003,Whole Year ,Karnataka,101221,360469,867.6,10018854.58,24293.04,6.0956
Other  Rabi pulses,2003,Rabi       ,Karnataka,24803,2864,867.6,2455000.94,5952.72,0.114
Other Kharif pulses,2003,Kharif     ,Karnataka,120612,38029,867.6,11938175.76,28946.88,0.2812
Potato,2003,Whole Year ,Karnataka,53076,342752,867.6,5253462.48,12738.24,9.008666667
Ragi,2003,Kharif     ,Karnataka,926430,1103578,867.6,91698041.4,222343.2,1.064210526
Ragi,2003,Rabi       ,Karnataka,65271,13707,867.6,6460523.58,15665.04,0.607692308
Ragi,2003,Summer     ,Karnataka,6565,7808,867.6,649803.7,1575.6,1.190833333
Rapeseed &Mustard,2003,Rabi       ,Karnataka,6048,1706,867.6,598631.04,1451.52,0.223529412
Rice,2003,Kharif     ,Karnataka,944272,2100123,867.6,93464042.56,226625.28,2.133333333
Rice,2003,Rabi       ,Karnataka,54629,158046,867.6,5407178.42,13110.96,2.892
Rice,2003,Summer     ,Karnataka,74998,292230,867.6,7423302.04,17999.52,3.8768
Safflower,2003,Rabi       ,Karnataka,98643,41599,867.6,9763684.14,23674.32,0.39
Sannhamp,2003,Whole Year ,Karnataka,466,116,867.6,46124.68,111.84,0.144285714
Sesamum,2003,Kharif     ,Karnataka,58471,25734,867.6,5787459.58,14033.04,0.385
Small millets,2003,Kharif     ,Karnataka,68145,38803,867.6,6744992.1,16354.8,0.546315789
Soyabean,2003,Kharif     ,Karnataka,93904,45255,867.6,9294617.92,22536.96,0.481
Sugarcane,2003,Whole Year ,Karnataka,243341,16015440,867.6,24085892.18,58401.84,72.1276
Sunflower,2003,Kharif     ,Karnataka,360264,165177,867.6,35658930.72,86463.36,0.469130435
Sunflower,2003,Rabi       ,Karnataka,737406,179533,867.6,72988445.88,176977.44,0.462083333
Sunflower,2003,Summer     ,Karnataka,37795,19977,867.6,3740949.1,9070.8,0.567894737
Sweet potato,2003,Whole Year ,Karnataka,3580,28718,867.6,354348.4,859.2,6.229333333
Tapioca,2003,Whole Year ,Karnataka,1058,8357,867.6,104720.84,253.92,9.595714286
Tobacco,2003,Whole Year ,Karnataka,98050,55107,867.6,9704989,23532,0.574285714
Turmeric,2003,Whole Year ,Karnataka,5410,26381,867.6,535481.8,1298.4,4.343809524
Urad,2003,Kharif     ,Karnataka,129237,32541,867.6,12791878.26,31016.88,0.224444444
Urad,2003,Rabi       ,Karnataka,11397,6002,867.6,1128075.06,2735.28,0.49
Wheat,2003,Rabi       ,Karnataka,231994,96150,867.6,22962766.12,55678.56,0.516428571
Arecanut,2003,Whole Year ,Kerala,102504,105490,2386,10145845.92,24600.96,0.86
Banana,2003,Whole Year ,Kerala,55906,442220,2386,5533575.88,13417.44,8.215
Black pepper,2003,Whole Year ,Kerala,216440,69015,2386,21423231.2,51945.6,0.222857143
Cardamom,2003,Whole Year ,Kerala,41332,8875,2386,4091041.36,9919.68,0.07
Cashewnut,2003,Whole Year ,Kerala,86376,65655,2386,8549496.48,20730.24,0.559285714
Coconut ,2003,Whole Year ,Kerala,898498,5876000000,2386,88933332.04,215639.52,6097.778571
Cotton(lint),2003,Kharif     ,Kerala,2949,4748,2386,291892.02,707.76,1.61
Garlic,2003,Whole Year ,Kerala,638,10846,2386,63149.24,153.12,17
Ginger,2003,Whole Year ,Kerala,8516,32972,2386,842913.68,2043.84,2.874285714
Groundnut,2003,Kharif     ,Kerala,2687,1988,2386,265959.26,644.88,0.74
Jowar,2003,Kharif     ,Kerala,2129,1087,2386,210728.42,510.96,0.628571429
Ragi,2003,Kharif     ,Kerala,1504,1217,2386,148865.92,360.96,0.76
Rice,2003,Autumn     ,Kerala,102770,220132,2386,10172174.6,24664.8,2.140769231
Rice,2003,Summer     ,Kerala,37186,83239,2386,3680670.28,8924.64,1.845
Rice,2003,Winter     ,Kerala,147384,266674,2386,14588068.32,35372.16,1.960714286
Sesamum,2003,Kharif     ,Kerala,1204,285,2386,119171.92,288.96,0.245555556
Small millets,2003,Kharif     ,Kerala,1233,960,2386,122042.34,295.92,0.726666667
Sugarcane,2003,Whole Year ,Kerala,3535,290980,2386,349894.3,848.4,82.35
Sweet potato,2003,Whole Year ,Kerala,1002,11981,2386,99177.96,240.48,11.52307692
Tapioca,2003,Whole Year ,Kerala,94297,2540790,2386,9333517.06,22631.28,28.62785714
Tobacco,2003,Whole Year ,Kerala,76,423,2386,7522.48,18.24,5.57
Turmeric,2003,Whole Year ,Kerala,2774,5652,2386,274570.52,665.76,1.967857143
Arecanut,2003,Whole Year ,Meghalaya,11189,14244,3321.3,1107487.22,2685.36,1.194285714
Arhar/Tur,2003,Kharif     ,Meghalaya,812,639,3321.3,80371.76,194.88,0.806666667
Banana,2003,Whole Year ,Meghalaya,5628,66875,3321.3,557059.44,1350.72,10.92714286
Cashewnut,2003,Whole Year ,Meghalaya,6708,6787,3321.3,663957.84,1609.92,1.003333333
Castor seed,2003,Kharif     ,Meghalaya,25,14,3321.3,2474.5,6,0.545
Cotton(lint),2003,Kharif     ,Meghalaya,7281,7792,3321.3,720673.38,1747.44,1.036666667
Dry chillies,2003,Whole Year ,Meghalaya,1807,1168,3321.3,178856.86,433.68,0.671428571
Ginger,2003,Kharif     ,Meghalaya,8982,49215,3321.3,889038.36,2155.68,6.782857143
Gram,2003,Rabi       ,Meghalaya,508,316,3321.3,50281.84,121.92,0.6
Jute,2003,Kharif     ,Meghalaya,4043,35699,3321.3,400176.14,970.32,7.026666667
Maize,2003,Kharif     ,Meghalaya,16900,25929,3321.3,1672762,4056,1.528571429
Mesta,2003,Kharif     ,Meghalaya,4502,20459,3321.3,445607.96,1080.48,4.573333333
Other  Rabi pulses,2003,Rabi       ,Meghalaya,2100,1648,3321.3,207858,504,0.757142857
Potato,2003,Whole Year ,Meghalaya,18035,149428,3321.3,1785104.3,4328.4,7.241428571
Rapeseed &Mustard,2003,Rabi       ,Meghalaya,7218,4645,3321.3,714437.64,1732.32,0.608571429
Rice,2003,Kharif     ,Meghalaya,109721,200703,3321.3,10860184.58,26333.04,1.798571429
Sesamum,2003,Kharif     ,Meghalaya,1617,849,3321.3,160050.66,388.08,0.567142857
Small millets,2003,Kharif     ,Meghalaya,2661,2209,3321.3,263385.78,638.64,0.918571429
Soyabean,2003,Kharif     ,Meghalaya,984,963,3321.3,97396.32,236.16,0.945714286
Sugarcane,2003,Whole Year ,Meghalaya,83,228,3321.3,8215.34,19.92,2.346
Sweet potato,2003,Whole Year ,Meghalaya,4853,16016,3321.3,480349.94,1164.72,3.395714286
Tapioca,2003,Whole Year ,Meghalaya,3974,20588,3321.3,393346.52,953.76,6.367142857
Tobacco,2003,Whole Year ,Meghalaya,723,472,3321.3,71562.54,173.52,0.55
Turmeric,2003,Whole Year ,Meghalaya,1561,8656,3321.3,154507.78,374.64,5.471428571
Wheat,2003,Rabi       ,Meghalaya,862,1540,3321.3,85320.76,206.88,1.49
Arecanut,2003,Whole Year ,Puducherry,64,77,1434.5875,6334.72,15.36,1.2
Bajra,2003,Kharif     ,Puducherry,197,383,1434.5875,19499.06,47.28,1.94
Banana,2003,Whole Year ,Puducherry,280,10095,1434.5875,27714.4,67.2,26.56
Black pepper,2003,Whole Year ,Puducherry,12,8,1434.5875,1187.76,2.88,0.67
Cashewnut,2003,Whole Year ,Puducherry,217,172,1434.5875,21478.66,52.08,1.08
Coconut ,2003,Whole Year ,Puducherry,2252,30732000,1434.5875,222902.96,540.48,12300.735
Coriander,2003,Whole Year ,Puducherry,2,1,1434.5875,197.96,0.48,0.5
Cotton(lint),2003,Kharif     ,Puducherry,453,1747,1434.5875,44837.94,108.72,4.095
Dry chillies,2003,Whole Year ,Puducherry,11,30,1434.5875,1088.78,2.64,2.333333333
Ginger,2003,Kharif     ,Puducherry,187,156,1434.5875,18509.26,44.88,0.565
Moong(Green Gram),2003,Rabi       ,Puducherry,1299,388,1434.5875,128575.02,311.76,0.483333333
Onion,2003,Whole Year ,Puducherry,7,100,1434.5875,692.86,1.68,8.75
Other  Rabi pulses,2003,Rabi       ,Puducherry,141,138,1434.5875,13956.18,33.84,0.99
Ragi,2003,Kharif     ,Puducherry,121,266,1434.5875,11976.58,29.04,1.605
Rice,2003,Kharif     ,Puducherry,25065,67003,1434.5875,2480933.7,6015.6,2.993333333
Sugarcane,2003,Whole Year ,Puducherry,1733,146675,1434.5875,171532.34,415.92,54.985
Tapioca,2003,Whole Year ,Puducherry,567,16716,1434.5875,56121.66,136.08,20.005
Urad,2003,Rabi       ,Puducherry,1174,437,1434.5875,116202.52,281.76,0.71
Arecanut,2003,Whole Year ,Tamil Nadu,5219,0,345.6,516576.62,1252.56,0
Arhar/Tur,2003,Kharif     ,Tamil Nadu,44914,27475,345.6,4445587.72,10779.36,0.6396
Bajra,2003,Kharif     ,Tamil Nadu,158851,172342,345.6,15723071.98,38124.24,1.0744
Banana,2003,Whole Year ,Tamil Nadu,71088,2514729,345.6,7036290.24,17061.12,34.52965517
Black pepper,2003,Whole Year ,Tamil Nadu,4179,933,345.6,413637.42,1002.96,0.141666667
Cardamom,2003,Whole Year ,Tamil Nadu,5221,478,345.6,516774.58,1253.04,0.079
Cashewnut,2003,Whole Year ,Tamil Nadu,102763,39380,345.6,10171481.74,24663.12,0.361153846
Castor seed,2003,Kharif     ,Tamil Nadu,8720,2975,345.6,863105.6,2092.8,0.409545455
Coconut ,2003,Whole Year ,Tamil Nadu,352710,2560500000,345.6,34911235.8,84650.4,7781.805714
Coriander,2003,Whole Year ,Tamil Nadu,27722,8052,345.6,2743923.56,6653.28,0.300740741
Cotton(lint),2003,Kharif     ,Tamil Nadu,97777,119687,345.6,9677967.46,23466.48,1.504615385
Dry chillies,2003,Whole Year ,Tamil Nadu,75206,40067,345.6,7443889.88,18049.44,0.64
Garlic,2003,Whole Year ,Tamil Nadu,595,3411,345.6,58893.1,142.8,5.54
Ginger,2003,Kharif     ,Tamil Nadu,395,5599,345.6,39097.1,94.8,14.11833333
Gram,2003,Rabi       ,Tamil Nadu,6625,4349,345.6,655742.5,1590,0.586666667
Groundnut,2003,Kharif     ,Tamil Nadu,591696,918241,345.6,58566070.08,142007.04,1.513928571
Horse-gram,2003,Kharif     ,Tamil Nadu,68092,18240,345.6,6739746.16,16342.08,0.273043478
Jowar,2003,Kharif     ,Tamil Nadu,401607,245933,345.6,39751060.86,96385.68,0.7376
Maize,2003,Kharif     ,Tamil Nadu,160159,250992,345.6,15852537.82,38438.16,1.7856
Moong(Green Gram),2003,Kharif     ,Tamil Nadu,125690,53315,345.6,12440796.2,30165.6,0.407037037
Onion,2003,Whole Year ,Tamil Nadu,23452,211173,345.6,2321278.96,5628.48,8.768076923
Other Kharif pulses,2003,Kharif     ,Tamil Nadu,105792,21757,345.6,10471292.16,25390.08,0.239642857
Potato,2003,Whole Year ,Tamil Nadu,4341,70103,345.6,429672.18,1041.84,17.054
Ragi,2003,Kharif     ,Tamil Nadu,118439,176381,345.6,11723092.22,28425.36,1.792962963
Rapeseed &Mustard,2003,Rabi       ,Tamil Nadu,376,93,345.6,37216.48,90.24,0.386666667
Rice,2003,Kharif     ,Tamil Nadu,1396651,3222776,345.6,138240516,335196.24,2.728214286
Sesamum,2003,Kharif     ,Tamil Nadu,83835,29004,345.6,8297988.3,20120.4,0.347142857
Small millets,2003,Kharif     ,Tamil Nadu,68609,42529,345.6,6790918.82,16466.16,2.611153846
Sugarcane,2003,Whole Year ,Tamil Nadu,192069,19529277,345.6,19010989.62,46096.56,96.11384615
Sunflower,2003,Kharif     ,Tamil Nadu,10367,13408,345.6,1026125.66,2488.08,1.1916
Sweet potato,2003,Whole Year ,Tamil Nadu,1039,15049,345.6,102840.22,249.36,14.55
Tapioca,2003,Whole Year ,Tamil Nadu,95022,3201414,345.6,9405277.56,22805.28,33.38214286
Turmeric,2003,Whole Year ,Tamil Nadu,16181,67250,345.6,1601595.38,3883.44,3.909615385
Urad,2003,Kharif     ,Tamil Nadu,185732,75920,345.6,18383753.36,44575.68,0.412962963
Arecanut,2003,Whole Year ,West Bengal,9166,18519,1526.7,907250.68,2199.84,2.096666667
Arhar/Tur,2003,Kharif     ,West Bengal,3361,3382,1526.7,332671.78,806.64,1.016153846
Bajra,2003,Kharif     ,West Bengal,258,179,1526.7,25536.84,61.92,0.67
Barley,2003,Rabi       ,West Bengal,3077,4142,1526.7,304561.46,738.48,1.327142857
Cardamom,2003,Whole Year ,West Bengal,2874,704,1526.7,284468.52,689.76,0.24
Castor seed,2003,Kharif     ,West Bengal,40,48,1526.7,3959.2,9.6,1.2
Coconut ,2003,Whole Year ,West Bengal,24443,317488500,1526.7,2419368.14,5866.32,12370.06944
Cotton(lint),2003,Kharif     ,West Bengal,1429,2772,1526.7,141442.42,342.96,2.55
Dry chillies,2003,Whole Year ,West Bengal,60468,66252,1526.7,5985122.64,14512.32,0.999444444
Ginger,2003,Kharif     ,West Bengal,8053,16419,1526.7,797085.94,1932.72,1.623529412
Gram,2003,Rabi       ,West Bengal,46492,47678,1526.7,4601778.16,11158.08,0.973571429
Groundnut,2003,Kharif     ,West Bengal,1792,1833,1526.7,177372.16,430.08,1.077142857
Groundnut,2003,Rabi       ,West Bengal,9173,14476,1526.7,907943.54,2201.52,1.48
Groundnut,2003,Summer     ,West Bengal,34891,59508,1526.7,3453511.18,8373.84,1.330625
Horse-gram,2003,Rabi       ,West Bengal,4089,1783,1526.7,404729.22,981.36,0.457272727
Jowar,2003,Kharif     ,West Bengal,1283,616,1526.7,126991.34,307.92,0.5325
Jute,2003,Kharif     ,West Bengal,620421,8366723,1526.7,61409270.58,148901.04,14.47764706
Khesari,2003,Rabi       ,West Bengal,35674,40944,1526.7,3531012.52,8561.76,0.977647059
Linseed,2003,Rabi       ,West Bengal,6024,1907,1526.7,596255.52,1445.76,0.316923077
Maize,2003,Kharif     ,West Bengal,55530,126059,1526.7,5496359.4,13327.2,2.133333333
Masoor,2003,Rabi       ,West Bengal,69380,53186,1526.7,6867232.4,16651.2,0.669411765
Mesta,2003,Kharif     ,West Bengal,9715,98807,1526.7,961590.7,2331.6,11.30461538
Moong(Green Gram),2003,Kharif     ,West Bengal,835,431,1526.7,82648.3,200.4,0.61
Moong(Green Gram),2003,Rabi       ,West Bengal,1470,960,1526.7,145500.6,352.8,0.597692308
Moong(Green Gram),2003,Summer     ,West Bengal,8823,3400,1526.7,873300.54,2117.52,0.428666667
Niger seed,2003,Kharif     ,West Bengal,7954,4953,1526.7,787286.92,1908.96,0.54625
Other Kharif pulses,2003,Kharif     ,West Bengal,760,388,1526.7,75224.8,182.4,0.496
Peas & beans (Pulses),2003,Rabi       ,West Bengal,14607,17206,1526.7,1445800.86,3505.68,1.140588235
Potato,2003,Whole Year ,West Bengal,308425,7621635,1526.7,30527906.5,74022,21.86777778
Ragi,2003,Kharif     ,West Bengal,13417,15505,1526.7,1328014.66,3220.08,0.76
Rapeseed &Mustard,2003,Rabi       ,West Bengal,452002,419436,1526.7,44739157.96,108480.48,0.845555556
Rice,2003,Autumn     ,West Bengal,339753,719205,1526.7,33628751.94,81540.72,2.131666667
Rice,2003,Summer     ,West Bengal,1390148,4289454,1526.7,137596849,333635.52,2.879444444
Rice,2003,Winter     ,West Bengal,4126706,9653580,1526.7,408461359.9,990409.44,2.283333333
Safflower,2003,Rabi       ,West Bengal,1372,978,1526.7,135800.56,329.28,0.4925
Sannhamp,2003,Whole Year ,West Bengal,1273,6669,1526.7,126001.54,305.52,5.142857143
Sesamum,2003,Whole Year ,West Bengal,163337,143004,1526.7,16167096.26,39200.88,0.763333333
Small millets,2003,Kharif     ,West Bengal,2756,1828,1526.7,272788.88,661.44,0.8025
Small millets,2003,Rabi       ,West Bengal,1035,1169,1526.7,102444.3,248.4,1
Soyabean,2003,Kharif     ,West Bengal,21,15,1526.7,2078.58,5.04,0.72
Sugarcane,2003,Whole Year ,West Bengal,16903,1252628,1526.7,1673058.94,4056.72,74.46533333
